Wall time,Step,Value
1686746600.4943316,0,0.12744513154029846
1686746629.6025064,1,0.09518121927976608
1686746658.0627363,2,0.08804286271333694
1686746686.1262527,3,0.09845571964979172
1686746718.5201187,4,0.06303076446056366
1686746746.8372078,5,0.0682300254702568
1686746775.8952584,6,0.0570465587079525
1686746804.5647523,7,0.06354757398366928
1686746832.9278007,8,0.05537711828947067
1686746861.502074,9,0.0506848581135273
1686746890.424202,10,0.04548115283250809
1686746920.130412,11,0.05018891766667366
1686746950.586976,12,0.045167144387960434
1686746981.215131,13,0.04500221461057663
1686747014.733445,14,0.04340702295303345
1686747047.7432024,15,0.05787987634539604
1686747084.325667,16,0.045814648270606995
1686747122.4562786,17,0.045207202434539795
1686747162.515234,18,0.043299827724695206
1686747199.4343991,19,0.04102838784456253
1686747233.5906804,20,0.03888625279068947
1686747267.1304328,21,0.05406986549496651
1686747303.4835632,22,0.04323112592101097
1686747338.1471586,23,0.038789261132478714
1686747372.6799057,24,0.03619011119008064
1686747405.6276422,25,0.03597499430179596
1686747439.6646628,26,0.03843528777360916
1686747473.8210049,27,0.037095773965120316
1686747508.183633,28,0.03706223890185356
1686747542.5099258,29,0.039579734206199646
1686747578.451421,30,0.03275321424007416
1686747614.1209073,31,0.0313725471496582
1686747650.2788396,32,0.04154519364237785
1686747689.9424052,33,0.04247451201081276
1686747728.4930747,34,0.03572883456945419
1686747767.974909,35,0.03408009931445122
1686747809.0592031,36,0.03316371515393257
1686747848.3307972,37,0.030642876401543617
1686747885.836231,38,0.03563359007239342
1686747924.6003046,39,0.030498476698994637
1686747965.8717287,40,0.03520190715789795
1686748006.389107,41,0.035849325358867645
1686748045.4327257,42,0.03352653235197067
1686748082.8946774,43,0.0368398055434227
1686748120.6611516,44,0.04365179315209389
1686748157.868093,45,0.034777551889419556
1686748196.397469,46,0.03655514866113663
1686748235.4549768,47,0.031380053609609604
1686748277.8970578,48,0.050729360431432724
1686748321.5068552,49,0.0398913137614727
1686748365.4166212,50,0.03897839039564133
1686748405.2830257,51,0.02970423549413681
1686748446.4377072,52,0.05254179239273071
1686748484.2946055,53,0.028732676059007645
1686748522.3365152,54,0.03347327187657356
1686748562.4906466,55,0.032637566328048706
1686748608.2089467,56,0.028176570311188698
1686748718.5400424,57,0.03197570517659187
1686748772.781284,58,0.03159588575363159
1686748817.7938836,59,0.028866969048976898
1686748861.8284059,60,0.029948309063911438
1686748906.828799,61,0.02695738710463047
1686748951.8314254,62,0.033185217529535294
1686748996.9749186,63,0.030874546617269516
1686749043.9761646,64,0.03135441243648529
1686749099.0184367,65,0.02725154161453247
1686749150.1812458,66,0.03485340252518654
1686749203.1013594,67,0.051215168088674545
1686749250.433409,68,0.03090391866862774
1686749299.3123622,69,0.026284631341695786
1686749351.5841405,70,0.02841074764728546
1686749406.8490036,71,0.030150366947054863
1686749456.784498,72,0.03942035138607025
1686749510.4120986,73,0.03215912729501724
1686749558.092643,74,0.032740842550992966
1686749602.1343143,75,0.025507193058729172
1686749649.8617396,76,0.03401172161102295
1686749696.6324828,77,0.029794422909617424
1686749752.1771238,78,0.03726417198777199
1686749802.68126,79,0.03238895907998085
1686749854.4646664,80,0.03103182278573513
1686749909.041936,81,0.02976004034280777
1686749956.0421746,82,0.029446911066770554
1686750007.9036202,83,0.032315805554389954
1686750060.0200799,84,0.03755693510174751
1686750120.8486457,85,0.02804957889020443
1686750176.437512,86,0.025515032932162285
1686750226.35394,87,0.02515295520424843
1686750276.6402817,88,0.03049696423113346
1686750326.675732,89,0.025545183569192886
1686750369.9527495,90,0.03309598192572594
1686750412.3032744,91,0.033466439694166183
1686750454.8764443,92,0.037200648337602615
1686750500.4891655,93,0.0287418682128191
1686750547.8220592,94,0.02825826406478882
1686750594.5851128,95,0.026232482865452766
1686750643.4106297,96,0.03406885638833046
1686750696.7639031,97,0.023509496822953224
1686750746.5030613,98,0.045618604868650436
1686750795.9968276,99,0.025470070540905
1686750847.2477024,100,0.02884485013782978
1686750898.0779312,101,0.03105255775153637
1686750949.898174,102,0.027257809415459633
1686751002.587205,103,0.026600532233715057
1686751051.9386094,104,0.02372778207063675
1686751101.8415108,105,0.022177061066031456
1686751152.6837332,106,0.029681162908673286
1686751201.6278908,107,0.022441541776061058
1686751251.8245473,108,0.026350509375333786
1686751302.5765572,109,0.027044173330068588
1686751353.8657217,110,0.027659839019179344
1686751405.1704917,111,0.030736256390810013
1686751457.838937,112,0.022287659347057343
1686751512.2209914,113,0.02669326402246952
1686751565.8129575,114,0.025657260790467262
1686751617.9572759,115,0.022552311420440674
1686751672.699,116,0.025005364790558815
1686751723.8168726,117,0.022571858018636703
1686751771.3448172,118,0.027770770713686943
1686751820.5496132,119,0.02813548967242241
1686751870.2925272,120,0.025303395465016365
1686751919.4677246,121,0.02800498530268669
1686751967.212563,122,0.025325583294034004
1686752014.1145859,123,0.024647267535328865
1686752062.2566695,124,0.021634716540575027
1686752107.3167758,125,0.025543326511979103
1686752154.1211262,126,0.0255740974098444
1686752200.5752907,127,0.02737722545862198
1686752250.7919207,128,0.024686753749847412
1686752295.376145,129,0.02925431728363037
1686752338.5114357,130,0.03288790211081505
1686752381.4257145,131,0.022239962592720985
1686752427.3113334,132,0.023227509111166
1686752471.4440508,133,0.021300623193383217
1686752515.1643305,134,0.02325555682182312
1686752560.2969832,135,0.02749338187277317
1686752604.5365086,136,0.030217010527849197
1686752648.3412204,137,0.02441151812672615
1686752691.6957288,138,0.02746499516069889
1686752737.2414603,139,0.023908598348498344
1686752769.071383,140,0.08823321759700775
1686752800.5556064,141,0.041020020842552185
1686752831.7146242,142,0.03333786129951477
1686752865.0012498,143,0.03279298543930054
1686752902.1188862,144,0.03218715265393257
1686752936.670959,145,0.03649037331342697
1686752974.4426994,146,0.030948489904403687
1686753007.8053694,147,0.027106165885925293
1686753040.9682279,148,0.026620492339134216
1686753079.3073409,149,0.02681940421462059
1686753111.3860655,150,0.025847792625427246
1686753141.8189886,151,0.028805598616600037
1686753172.3497994,152,0.028139906004071236
1686753203.6555843,153,0.025357192382216454
1686753238.6742618,154,0.029019780457019806
1686753273.5203404,155,0.02626718580722809
1686753307.5027633,156,0.026176605373620987
1686753344.3913043,157,0.025972401723265648
1686753385.5359588,158,0.025720348581671715
1686753418.399599,159,0.02784709818661213
1686753451.597501,160,0.02773231640458107
1686753484.906718,161,0.024473370984196663
1686753517.3692305,162,0.029711397364735603
1686753550.845942,163,0.024215180426836014
1686753584.0775557,164,0.024422960355877876
1686753616.6232574,165,0.024514641612768173
1686753649.9613886,166,0.02414139360189438
1686753682.9326184,167,0.024524878710508347
1686753716.669716,168,0.02614263817667961
1686753757.3362741,169,0.027982840314507484
1686753790.783657,170,0.02640220709145069
1686753824.436682,171,0.02566594071686268
1686753857.823663,172,0.02798554301261902
1686753888.7183578,173,0.02634938433766365
1686753919.9591198,174,0.026078898459672928
1686753953.0224009,175,0.024770373478531837
1686753984.3055778,176,0.02483520656824112
1686754014.8656125,177,0.02461857534945011
1686754049.67813,178,0.023775985464453697
1686754080.129241,179,0.024124005809426308
1686754110.7854009,180,0.02789287269115448
1686754141.9352062,181,0.026898197829723358
1686754172.725968,182,0.028389446437358856
1686754203.2745183,183,0.026737138628959656
1686754233.704438,184,0.027825884521007538
1686754268.6804895,185,0.02419988252222538
1686754298.5325973,186,0.02596692182123661
1686754330.026617,187,0.023818911984562874
1686754360.7735143,188,0.024760989472270012
1686754390.953211,189,0.02466505952179432
1686754421.0210948,190,0.027570310980081558
1686754450.4912102,191,0.024008184671401978
1686754482.014194,192,0.025575771927833557
1686754510.4458401,193,0.024433623999357224
1686754541.4516504,194,0.027738122269511223
1686754573.4128866,195,0.025911258533596992
1686754603.60341,196,0.026461414992809296
1686754632.681282,197,0.026130715385079384
1686754663.437112,198,0.02476363070309162
1686754693.2181778,199,0.02918420359492302
1686754722.8404784,200,0.023329945281147957
1686754753.0063372,201,0.02171780914068222
1686754784.2380025,202,0.024290330708026886
1686754815.4242465,203,0.025315841659903526
1686754845.7726562,204,0.025950761511921883
1686754875.334224,205,0.02687179483473301
1686754904.59454,206,0.024116428568959236
1686754935.6131587,207,0.026674823835492134
1686754964.5880055,208,0.024212095886468887
1686754994.0438344,209,0.026869723573327065
1686755024.8317895,210,0.023906121030449867
1686755054.3071475,211,0.029013551771640778
1686755083.89253,212,0.023843463510274887
1686755113.6621423,213,0.02667298913002014
1686755145.5714092,214,0.025077497586607933
1686755176.3882563,215,0.026699936017394066
1686755206.935842,216,0.02515844628214836
1686755236.7895858,217,0.026536468416452408
1686755266.2800019,218,0.02462564781308174
1686755296.060123,219,0.027057915925979614
1686755325.5123773,220,0.02517024800181389
1686755355.6946414,221,0.021657081320881844
1686755384.9770072,222,0.026039043441414833
1686755414.6508327,223,0.025206349790096283
1686755444.0058887,224,0.02834576554596424
1686755473.9182866,225,0.02390703186392784
1686755505.8432908,226,0.024481151252985
1686755536.7293065,227,0.0286543108522892
1686755566.779081,228,0.026054520159959793
1686755596.2844987,229,0.02766001597046852
1686755626.3029563,230,0.027773026376962662
1686755654.7697217,231,0.026188960298895836
1686755685.0997095,232,0.02260768972337246
1686755715.8388817,233,0.027784710749983788
1686755750.0624633,234,0.02538682147860527
