Wall time,Step,Value
1686830667.3090708,0,0.13923370838165283
1686830684.349734,1,0.11265046894550323
1686830701.7056663,2,0.11111204326152802
1686830724.714777,3,0.1187073215842247
1686830750.2659009,4,0.0813501849770546
1686830774.056986,5,0.08308228850364685
1686830796.0020602,6,0.08944575488567352
1686830823.549082,7,0.07698322087526321
1686830842.3055453,8,0.07459999620914459
1686830870.341682,9,0.07302160561084747
1686830897.960036,10,0.07110436260700226
1686830934.9567704,11,0.06954123079776764
1686831020.435824,12,0.06455834209918976
1686831047.7650995,13,0.07220856100320816
1686831073.1312196,14,0.06419732421636581
1686831096.4446626,15,0.0775422602891922
1686831121.473673,16,0.060443438589572906
1686831145.2122376,17,0.06270730495452881
1686831181.0987062,18,0.06131225824356079
1686831204.1781907,19,0.06203879043459892
1686831227.2449498,20,0.056171853095293045
1686831249.5772662,21,0.06276895850896835
1686831272.8971589,22,0.06313003599643707
1686831297.7408404,23,0.06319492310285568
1686831320.3485005,24,0.06541517376899719
1686831345.7381976,25,0.06905555725097656
1686831376.3977482,26,0.059815987944602966
1686831404.853938,27,0.05490584671497345
1686831429.2445416,28,0.06539860367774963
1686831453.247047,29,0.06193671375513077
1686831478.6638827,30,0.057445451617240906
1686831501.0174885,31,0.05439205467700958
1686831524.4056563,32,0.06245356798171997
1686831542.1545043,33,0.05039057508111
1686831562.3648891,34,0.05551908165216446
1686831580.500431,35,0.06902670860290527
1686831599.6462097,36,0.055554818361997604
1686831617.9095836,37,0.0524795725941658
1686831637.5430188,38,0.05278058350086212
1686831655.0749683,39,0.05396801978349686
1686831673.5354042,40,0.05468014255166054
1686831692.9455225,41,0.0576011948287487
1686831712.1888535,42,0.05410301685333252
1686831728.9010117,43,0.053044650703668594
1686831745.9380405,44,0.05488268658518791
1686831765.140121,45,0.05249423533678055
1686831788.7755616,46,0.05785568803548813
1686831809.8689458,47,0.05269581824541092
1686831830.9114547,48,0.05078878253698349
1686831852.042509,49,0.06776651740074158
1686831870.1176074,50,0.05688130483031273
1686831890.7111607,51,0.05394214764237404
1686831911.3904161,52,0.0560273639857769
1686831931.2063246,53,0.05163145810365677
1686831948.5478153,54,0.056260209530591965
1686831966.123832,55,0.05725066736340523
1686831985.6441543,56,0.05191711336374283
1686832003.2250402,57,0.052920252084732056
1686832022.1475646,58,0.04681728780269623
1686832040.9912016,59,0.0501067228615284
1686832091.7760744,60,0.04992770776152611
1686832310.8336205,61,0.04761141166090965
1686832636.2069204,62,0.05465063080191612
1686832658.3686452,63,0.04783458635210991
1686832681.8645644,64,0.05151971057057381
1686832703.751758,65,0.04815686121582985
1686832723.373504,66,0.05314408615231514
1686832743.0172772,67,0.06792683899402618
1686832762.2385774,68,0.04677661135792732
1686832783.658136,69,0.048588961362838745
1686832809.0732093,70,0.050005365163087845
1686832827.8580918,71,0.056014567613601685
1686832847.338157,72,0.05509710684418678
1686832868.3236878,73,0.05327089875936508
1686832887.2163868,74,0.05417003855109215
1686832908.6214745,75,0.04424235224723816
1686832926.9839773,76,0.05574889853596687
1686832957.7903156,77,0.05384981259703636
1686832980.7296205,78,0.04909710958600044
1686833004.5236082,79,0.04532505199313164
1686833029.3599825,80,0.057506460696458817
1686833117.0136514,81,0.055033568292856216
1686833194.4098995,82,0.049154654145240784
1686833220.9419324,83,0.053183943033218384
1686833255.7888615,84,0.05338476598262787
1686833283.038838,85,0.047542307525873184
1686833322.5987623,86,0.05507976561784744
1686833347.032939,87,0.047977596521377563
1686833370.0255902,88,0.0533180870115757
1686833390.219892,89,0.05563984811306
1686833409.7229533,90,0.04561636224389076
1686833429.7516818,91,0.05615214258432388
1686833451.1042836,92,0.061025623232126236
1686833471.67678,93,0.04856045916676521
1686833490.7650058,94,0.04966970905661583
1686833510.2791927,95,0.051422711461782455
1686833533.7075698,96,0.04712982475757599
1686833555.0223966,97,0.04565253481268883
1686833576.7514064,98,0.051264259964227676
1686833596.8986814,99,0.04542940855026245
1686833618.0237465,100,0.04388681799173355
1686833638.7693346,101,0.05187203735113144
1686833657.5659585,102,0.04396305978298187
1686833676.4656289,103,0.04833400622010231
1686833699.7755702,104,0.04774599149823189
1686833723.7343855,105,0.047191865742206573
1686833744.085968,106,0.050309278070926666
1686833762.862745,107,0.048175498843193054
1686833783.1484678,108,0.04607149213552475
1686833802.2735796,109,0.04665197804570198
1686833823.6672115,110,0.044811952859163284
1686833842.1185567,111,0.05070808157324791
1686833862.780954,112,0.04674310237169266
1686833881.660956,113,0.04786370322108269
1686833901.300482,114,0.046067532151937485
1686833921.5678122,115,0.043453071266412735
1686833941.9431655,116,0.05144443362951279
1686833961.4823215,117,0.042002152651548386
1686833980.8562493,118,0.05176619812846184
1686833998.9059174,119,0.04439602047204971
1686834019.0225592,120,0.041136644780635834
1686834037.2670727,121,0.05026999115943909
1686834059.2853708,122,0.04466342553496361
1686834081.2822309,123,0.047604259103536606
1686834101.5572095,124,0.04634268954396248
1686834119.3959875,125,0.04991661384701729
1686834139.204802,126,0.04733090475201607
1686834158.4236503,127,0.045719459652900696
1686834175.9991238,128,0.04833861440420151
1686834195.4611635,129,0.04968854784965515
1686834212.999591,130,0.055824004113674164
1686834232.729107,131,0.04408147931098938
1686834250.5713618,132,0.04991292953491211
1686834270.6420603,133,0.042322851717472076
1686834288.548162,134,0.049520883709192276
1686834308.9727774,135,0.04871643707156181
1686834327.1657002,136,0.047624439001083374
1686834346.7383115,137,0.04679901525378227
1686834364.6527843,138,0.045198094099760056
1686834384.277888,139,0.0484507717192173
1686834406.0276053,140,0.21254190802574158
1686834428.2218332,141,0.11331041157245636
1686834452.4581397,142,0.08622737973928452
1686834474.3875277,143,0.07179629802703857
1686834498.1528058,144,0.07309146970510483
1686834517.6767442,145,0.07247186452150345
1686834536.602817,146,0.0681937038898468
1686834556.0737505,147,0.05966520309448242
1686834575.655963,148,0.05770733952522278
1686834595.3071349,149,0.05540826916694641
1686834614.1105502,150,0.05734772980213165
1686834634.0856838,151,0.056603047996759415
1686834652.6839116,152,0.05517961457371712
1686834673.7070544,153,0.05899371951818466
1686834691.9816818,154,0.05686069652438164
1686834711.985105,155,0.056994788348674774
1686834730.452004,156,0.04827402904629707
1686834751.094215,157,0.05160747095942497
1686834773.358325,158,0.05266797915101051
1686834796.2875187,159,0.05556393787264824
1686834817.4659874,160,0.053425438702106476
1686834839.4662328,161,0.05361878126859665
1686834862.1347659,162,0.05413447320461273
1686834884.1984155,163,0.050589669495821
1686834904.211687,164,0.05135408043861389
1686834923.787189,165,0.051233090460300446
1686834943.436333,166,0.05169805511832237
1686834961.9151225,167,0.057208552956581116
1686834984.0420215,168,0.04955150932073593
1686835002.6444561,169,0.051744863390922546
1686835021.5719461,170,0.04938368871808052
1686835041.8662572,171,0.05438077822327614
1686835060.6074984,172,0.054875124245882034
1686835080.7947326,173,0.05221661552786827
1686835111.6959736,174,0.05387609079480171
1686835136.852584,175,0.05378348007798195
1686835172.5595007,176,0.05070781707763672
1686835208.802407,177,0.054485686123371124
1686835239.346909,178,0.051945969462394714
1686835273.189693,179,0.04948893189430237
1686835299.5684087,180,0.0511537529528141
1686835328.3681512,181,0.05555214732885361
1686835352.6595562,182,0.057612210512161255
1686835375.1261435,183,0.05334962159395218
1686835399.006021,184,0.04958959296345711
1686835422.9464498,185,0.050295691937208176
1686835446.3366058,186,0.05268492177128792
1686835468.6149008,187,0.05299859493970871
1686835502.224277,188,0.05073309689760208
1686835532.1034918,189,0.05151388794183731
1686835560.04166,190,0.056158024817705154
1686835585.5702558,191,0.04797231778502464
1686835608.3330908,192,0.04940815642476082
1686835628.4291291,193,0.05291689187288284
1686835652.654847,194,0.05289202183485031
1686835671.1632576,195,0.055805668234825134
1686835698.310709,196,0.054751090705394745
1686835717.634354,197,0.04954761266708374
1686835739.3427608,198,0.05301497504115105
1686835761.510025,199,0.05479387193918228
1686835780.430427,200,0.05411670356988907
1686835802.7244263,201,0.04522869363427162
1686835825.570738,202,0.05100386217236519
1686835855.4447427,203,0.052020616829395294
1686835876.8544948,204,0.051710378378629684
1686835905.2159026,205,0.05359164625406265
1686835927.189523,206,0.04959003999829292
1686835953.6483424,207,0.0552220344543457
1686835987.8500311,208,0.051141928881406784
1686836014.1539767,209,0.05199936404824257
1686836048.7516763,210,0.052264198660850525
1686836069.996286,211,0.054224006831645966
1686836097.6558323,212,0.049709826707839966
1686836115.952335,213,0.05231309309601784
1686836135.019456,214,0.05489005893468857
1686836154.3528166,215,0.05237360671162605
1686836173.567677,216,0.05155941843986511
1686836191.3852015,217,0.05531318113207817
1686836210.4216678,218,0.05059950426220894
1686836230.3857787,219,0.052557241171598434
1686836248.2670267,220,0.049628980457782745
1686836267.923188,221,0.05001922696828842
1686836286.0704823,222,0.04950062185525894
1686836309.6277409,223,0.05374322086572647
1686836333.7550144,224,0.06013299897313118
1686836358.9565737,225,0.05242830142378807
1686836379.8655906,226,0.053373098373413086
1686836403.4325843,227,0.05403732880949974
1686836427.882484,228,0.05898003652691841
1686836451.4201465,229,0.055155765265226364
1686836474.841479,230,0.0530068464577198
1686836500.0830986,231,0.049417585134506226
1686836527.422269,232,0.05220827832818031
1686836556.4075177,233,0.0512392520904541
1686836581.342905,234,0.05393940210342407
1686836606.6247895,235,0.05121609568595886
1686836629.788342,236,0.05614352598786354
1686836653.1109266,237,0.05379259213805199
1686836673.289953,238,0.04947453737258911
1686836691.1294074,239,0.05475618690252304
